what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1507643379814
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1507643404424
activated,view,org.eclipse.ui.console,3.7.1.v20170728-0806,"org.eclipse.ui.console.ConsoleView",1507643404549
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1507643411517
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1507643441788
executed,command,org.eclipse.ui,3.109.0.v20170411-1742,"org.eclipse.ui.edit.copy",1507643472423
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1507643474259
executed,command,org.eclipse.ui,3.109.0.v20170411-1742,"org.eclipse.ui.edit.paste",1507643476536
executed,command,org.eclipse.ui,3.109.0.v20170411-1742,"org.eclipse.ui.file.save",1507643481170
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1507643483385
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1507643493572
activated,view,org.eclipse.ui.console,3.7.1.v20170728-0806,"org.eclipse.ui.console.ConsoleView",1507643493650
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1507643506218
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1507643527497
executed,command,org.eclipse.ui,3.109.0.v20170411-1742,"org.eclipse.ui.edit.cut",1507643534286
executed,command,org.eclipse.ui,3.109.0.v20170411-1742,"org.eclipse.ui.edit.paste",1507643539202
executed,command,org.eclipse.ui,3.109.0.v20170411-1742,"org.eclipse.ui.file.save",1507643543365
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1507643545041
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1507643552784
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1507643553022
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1507643557153
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1507643580638
